Question_ID,Broad_Category,Sub_Topic,Question_String,Option_Label,Option_Text,Correct_Answer,Difficulty_Level,Explanation
MQ.20.019,Manual Rates,Profit and Risk,"A ""Risk Charge"" is specifically included in the premium to protect the insurer against:",D,Unexpectedly low enrollment numbers,B,4,The risk charge (or contribution to surplus) provides a cushion against random statistical fluctuations where actual claims exceed the expected claims used in pricing.
MQ.20.020,Manual Rates,Rating Tiers,"If a company moves from ""Composite Rating"" (one price for all employees) to ""Tiered Rating"" (different prices for single vs. family), what is the primary actuarial goal?",A,To increase total premium revenue,B,5,"Tiered rating aims to align the premium more closely with the expected cost of the specific unit being covered (e.g., a family of 4 vs. a single person), reducing the risk of antiselection."
MQ.20.020,Manual Rates,Rating Tiers,"If a company moves from ""Composite Rating"" (one price for all employees) to ""Tiered Rating"" (different prices for single vs. family), what is the primary actuarial goal?",B,To align premiums with the expected cost of the covered unit,B,5,"Tiered rating aims to align the premium more closely with the expected cost of the specific unit being covered (e.g., a family of 4 vs. a single person), reducing the risk of antiselection."
MQ.20.020,Manual Rates,Rating Tiers,"If a company moves from ""Composite Rating"" (one price for all employees) to ""Tiered Rating"" (different prices for single vs. family), what is the primary actuarial goal?",C,To simplify the billing process for the employer,B,5,"Tiered rating aims to align the premium more closely with the expected cost of the specific unit being covered (e.g., a family of 4 vs. a single person), reducing the risk of antiselection."
MQ.20.020,Manual Rates,Rating Tiers,"If a company moves from ""Composite Rating"" (one price for all employees) to ""Tiered Rating"" (different prices for single vs. family), what is the primary actuarial goal?",D,To meet ACA requirements for small groups,B,5,"Tiered rating aims to align the premium more closely with the expected cost of the specific unit being covered (e.g., a family of 4 vs. a single person), reducing the risk of antiselection."
MQ.5.001,Plan and Product Provisions,Organization Types,"Which organization type originated as a ""service benefit"" provider, offering prepayment for hospital care at designated facilities?",A,Pharmacy Benefit Managers (PBMs),B,1,"Blue Cross plans originated as service benefit providers, paying for hospital care at designated facilities in exchange for periodic prepayment."
MQ.5.001,Plan and Product Provisions,Organization Types,"Which organization type originated as a ""service benefit"" provider, offering prepayment for hospital care at designated facilities?",B,Blue Cross plans,B,1,"Blue Cross plans originated as service benefit providers, paying for hospital care at designated facilities in exchange for periodic prepayment."
MQ.5.001,Plan and Product Provisions,Organization Types,"Which organization type originated as a ""service benefit"" provider, offering prepayment for hospital care at designated facilities?",C,Independent Third-Party Administrators,B,1,"Blue Cross plans originated as service benefit providers, paying for hospital care at designated facilities in exchange for periodic prepayment."
MQ.5.001,Plan and Product Provisions,Organization Types,"Which organization type originated as a ""service benefit"" provider, offering prepayment for hospital care at designated facilities?",D,Reinsurance companies,B,1,"Blue Cross plans originated as service benefit providers, paying for hospital care at designated facilities in exchange for periodic prepayment."
MQ.5.002,Plan and Product Provisions,Contract Types,How does an Exclusive Provider Organization (EPO) primarily differ from a standard Health Maintenance Organization (HMO)?,A,EPOs allow members to use any provider with no referral,B,3,"While designs are similar, an EPO is typically regulated as an insurance contract or self-funded plan, whereas an HMO may be subject to different regulatory authorities."
MQ.5.002,Plan and Product Provisions,Contract Types,How does an Exclusive Provider Organization (EPO) primarily differ from a standard Health Maintenance Organization (HMO)?,B,Regulatory requirements and governing authorities,B,3,"While designs are similar, an EPO is typically regulated as an insurance contract or self-funded plan, whereas an HMO may be subject to different regulatory authorities."
MQ.5.002,Plan and Product Provisions,Contract Types,How does an Exclusive Provider Organization (EPO) primarily differ from a standard Health Maintenance Organization (HMO)?,C,EPOs do not cover emergency services,B,3,"While designs are similar, an EPO is typically regulated as an insurance contract or self-funded plan, whereas an HMO may be subject to different regulatory authorities."
MQ.5.002,Plan and Product Provisions,Contract Types,How does an Exclusive Provider Organization (EPO) primarily differ from a standard Health Maintenance Organization (HMO)?,D,HMOs use indemnity-based reimbursement exclusively,B,3,"While designs are similar, an EPO is typically regulated as an insurance contract or self-funded plan, whereas an HMO may be subject to different regulatory authorities."
MQ.5.003,Plan and Product Provisions,Moral Hazard,"In the context of health insurance, which of the following best describes ""moral hazard""?",A,The risk that an insurer will go bankrupt,B,2,Moral hazard refers to the tendency of insured individuals to use more medical services because they do not bear the full cost of those services.
MQ.5.003,Plan and Product Provisions,Moral Hazard,"In the context of health insurance, which of the following best describes ""moral hazard""?",B,Increased utilization due to the presence of insurance coverage,B,2,Moral hazard refers to the tendency of insured individuals to use more medical services because they do not bear the full cost of those services.
MQ.5.003,Plan and Product Provisions,Moral Hazard,"In the context of health insurance, which of the following best describes ""moral hazard""?",C,A provider's decision to leave a PPO network,B,2,Moral hazard refers to the tendency of insured individuals to use more medical services because they do not bear the full cost of those services.
MQ.5.003,Plan and Product Provisions,Moral Hazard,"In the context of health insurance, which of the following best describes ""moral hazard""?",D,Legal disputes over coordination of benefits,B,2,Moral hazard refers to the tendency of insured individuals to use more medical services because they do not bear the full cost of those services.
MQ.5.004,Plan and Product Provisions,Risk Mitigation,"What is the primary purpose of a ""gatekeeper"" requirement in a managed care plan?",A,To increase member satisfaction with specialist access,B,2,A gatekeeper (primary care physician) manages referrals to specialists and other services to control utilization and manage costs.
MQ.5.004,Plan and Product Provisions,Risk Mitigation,"What is the primary purpose of a ""gatekeeper"" requirement in a managed care plan?",B,To control utilization of specialist and hospital services,B,2,A gatekeeper (primary care physician) manages referrals to specialists and other services to control utilization and manage costs.
MQ.5.004,Plan and Product Provisions,Risk Mitigation,"What is the primary purpose of a ""gatekeeper"" requirement in a managed care plan?",C,To ensure providers are paid on a fee-for-service basis,B,2,A gatekeeper (primary care physician) manages referrals to specialists and other services to control utilization and manage costs.
MQ.5.004,Plan and Product Provisions,Risk Mitigation,"What is the primary purpose of a ""gatekeeper"" requirement in a managed care plan?",D,To provide 100% indemnity for all out-of-network care,B,2,A gatekeeper (primary care physician) manages referrals to specialists and other services to control utilization and manage costs.
MQ.5.005,Plan and Product Provisions,Legal/Regulatory Risks,"Under the ACA, which medical services MUST be covered with 100% payment (no cost sharing) by the plan?",A,Complex outpatient surgeries,B,2,The ACA requires that standardized preventive services be covered at 100% with no cost sharing from the member.
MQ.5.005,Plan and Product Provisions,Legal/Regulatory Risks,"Under the ACA, which medical services MUST be covered with 100% payment (no cost sharing) by the plan?",B,Standardized preventive services,B,2,The ACA requires that standardized preventive services be covered at 100% with no cost sharing from the member.
MQ.5.005,Plan and Product Provisions,Legal/Regulatory Risks,"Under the ACA, which medical services MUST be covered with 100% payment (no cost sharing) by the plan?",C,Brand-name prescription drugs,B,2,The ACA requires that standardized preventive services be covered at 100% with no cost sharing from the member.
MQ.5.005,Plan and Product Provisions,Legal/Regulatory Risks,"Under the ACA, which medical services MUST be covered with 100% payment (no cost sharing) by the plan?",D,Long-term custodial nursing care,B,2,The ACA requires that standardized preventive services be covered at 100% with no cost sharing from the member.
MQ.5.006,Plan and Product Provisions,Contract Types,A plan that allows members to choose between HMO protocols for low copays or going out-of-network for higher deductibles is known as:,A,An Indemnity plan,B,2,A Point-of-Service (POS) plan combines HMO features with the alternative of seeking care outside the network at a higher cost.
MQ.5.006,Plan and Product Provisions,Contract Types,A plan that allows members to choose between HMO protocols for low copays or going out-of-network for higher deductibles is known as:,B,A Point-of-Service (POS) plan,B,2,A Point-of-Service (POS) plan combines HMO features with the alternative of seeking care outside the network at a higher cost.
MQ.5.006,Plan and Product Provisions,Contract Types,A plan that allows members to choose between HMO protocols for low copays or going out-of-network for higher deductibles is known as:,C,A Comprehensive Major Medical plan,B,2,A Point-of-Service (POS) plan combines HMO features with the alternative of seeking care outside the network at a higher cost.
MQ.5.006,Plan and Product Provisions,Contract Types,A plan that allows members to choose between HMO protocols for low copays or going out-of-network for higher deductibles is known as:,D,A Reference Based Priced (RBP) plan,B,2,A Point-of-Service (POS) plan combines HMO features with the alternative of seeking care outside the network at a higher cost.
MQ.5.007,Plan and Product Provisions,Financial Risk,"Why does ""global capitation"" represent the far end of the risk-transfer spectrum for an insurer?",A,The insurer retains all administrative and claim risk,B,4,"In global capitation, the provider group accepts a fixed monthly fee to provide most or all care, essentially replacing the insurer as the primary risk taker."
MQ.5.007,Plan and Product Provisions,Financial Risk,"Why does ""global capitation"" represent the far end of the risk-transfer spectrum for an insurer?",B,The provider replaces the insurer as the primary risk taker,B,4,"In global capitation, the provider group accepts a fixed monthly fee to provide most or all care, essentially replacing the insurer as the primary risk taker."
MQ.5.007,Plan and Product Provisions,Financial Risk,"Why does ""global capitation"" represent the far end of the risk-transfer spectrum for an insurer?",C,It eliminates the need for any provider networks,B,4,"In global capitation, the provider group accepts a fixed monthly fee to provide most or all care, essentially replacing the insurer as the primary risk taker."
MQ.5.007,Plan and Product Provisions,Financial Risk,"Why does ""global capitation"" represent the far end of the risk-transfer spectrum for an insurer?",D,It requires 100% member coinsurance for all visits,B,4,"In global capitation, the provider group accepts a fixed monthly fee to provide most or all care, essentially replacing the insurer as the primary risk taker."
MQ.5.008,Plan and Product Provisions,Legal/Regulatory Risks,Which federal law requires employers with 20+ employees to offer continued health coverage beyond a person's termination date?,A,ERISA,B,2,COBRA requires employers with 20 or more employees to offer continued coverage for 18 to 36 months after certain qualifying events.
MQ.5.008,Plan and Product Provisions,Legal/Regulatory Risks,Which federal law requires employers with 20+ employees to offer continued health coverage beyond a person's termination date?,B,COBRA,B,2,COBRA requires employers with 20 or more employees to offer continued coverage for 18 to 36 months after certain qualifying events.
MQ.5.008,Plan and Product Provisions,Legal/Regulatory Risks,Which federal law requires employers with 20+ employees to offer continued health coverage beyond a person's termination date?,C,HIPAA,B,2,COBRA requires employers with 20 or more employees to offer continued coverage for 18 to 36 months after certain qualifying events.
MQ.5.008,Plan and Product Provisions,Legal/Regulatory Risks,Which federal law requires employers with 20+ employees to offer continued health coverage beyond a person's termination date?,D,MHPAEA,B,2,COBRA requires employers with 20 or more employees to offer continued coverage for 18 to 36 months after certain qualifying events.
MQ.5.009,Plan and Product Provisions,Provisions,"Under the NAIC model bill for Coordination of Benefits (COB), which plan is generally primary for a dependent child?",A,The plan of the older parent (by year of birth),B,3,"For a dependent child, the primary plan is typically the one covering the parent whose birthday falls earliest in the calendar year."
MQ.5.009,Plan and Product Provisions,Provisions,"Under the NAIC model bill for Coordination of Benefits (COB), which plan is generally primary for a dependent child?",B,The plan of the parent whose birthday falls earlier in the year,B,3,"For a dependent child, the primary plan is typically the one covering the parent whose birthday falls earliest in the calendar year."
MQ.5.009,Plan and Product Provisions,Provisions,"Under the NAIC model bill for Coordination of Benefits (COB), which plan is generally primary for a dependent child?",C,The plan that has been in effect for the longest period,B,3,"For a dependent child, the primary plan is typically the one covering the parent whose birthday falls earliest in the calendar year."
MQ.5.009,Plan and Product Provisions,Provisions,"Under the NAIC model bill for Coordination of Benefits (COB), which plan is generally primary for a dependent child?",D,The parent's plan with the lowest annual deductible,B,3,"For a dependent child, the primary plan is typically the one covering the parent whose birthday falls earliest in the calendar year."
MQ.5.010,Plan and Product Provisions,Financial Risk,"A Reference Based Priced (RBP) plan uses benchmarks like ""150% of Medicare"" to determine:",A,The minimum annual premium for the member,B,3,RBP plans use an external benchmark (like Medicare fee schedules) as the maximum the plan will pay for a specific service.
MQ.5.010,Plan and Product Provisions,Financial Risk,"A Reference Based Priced (RBP) plan uses benchmarks like ""150% of Medicare"" to determine:",B,The maximum amount the plan will pay for a service,B,3,RBP plans use an external benchmark (like Medicare fee schedules) as the maximum the plan will pay for a specific service.
MQ.5.010,Plan and Product Provisions,Financial Risk,"A Reference Based Priced (RBP) plan uses benchmarks like ""150% of Medicare"" to determine:",C,The total number of primary care visits allowed per year,B,3,RBP plans use an external benchmark (like Medicare fee schedules) as the maximum the plan will pay for a specific service.
MQ.5.010,Plan and Product Provisions,Financial Risk,"A Reference Based Priced (RBP) plan uses benchmarks like ""150% of Medicare"" to determine:",D,The risk adjustment score for a high-cost claimant,B,3,RBP plans use an external benchmark (like Medicare fee schedules) as the maximum the plan will pay for a specific service.
MQ.5.010,Plan and Product Provisions,Financial Risk,"A Reference Based Priced (RBP) plan uses benchmarks like ""150% of Medicare"" to determine:",D,The risk adjustment score for a high-cost claimant,B,3,RBP plans use an external benchmark (like Medicare fee schedules) as the maximum the plan will pay for a specific service.
MQ.5.011,Plan and Product Provisions,PBMs,"Which entity is primarily responsible for developing drug formularies, negotiating manufacturer rebates, and managing retail pharmacy networks?",A,Third-Party Administrators (TPAs),B,1,Pharmacy Benefit Managers (PBMs) specialize in managing the prescription drug portion of medical benefits.
MQ.5.011,Plan and Product Provisions,PBMs,"Which entity is primarily responsible for developing drug formularies, negotiating manufacturer rebates, and managing retail pharmacy networks?",B,Pharmacy Benefit Managers (PBMs),B,1,Pharmacy Benefit Managers (PBMs) specialize in managing the prescription drug portion of medical benefits.
MQ.5.011,Plan and Product Provisions,PBMs,"Which entity is primarily responsible for developing drug formularies, negotiating manufacturer rebates, and managing retail pharmacy networks?",C,Reinsurance Carriers,B,1,Pharmacy Benefit Managers (PBMs) specialize in managing the prescription drug portion of medical benefits.
MQ.5.011,Plan and Product Provisions,PBMs,"Which entity is primarily responsible for developing drug formularies, negotiating manufacturer rebates, and managing retail pharmacy networks?",D,Centers for Medicare & Medicaid Services (CMS),B,1,Pharmacy Benefit Managers (PBMs) specialize in managing the prescription drug portion of medical benefits.
MQ.5.012,Plan and Product Provisions,Contract Types,Which HMO model is characterized by the HMO contracting with a legal entity that in turn contracts with individual physicians who practice in their own private offices?,A,Staff Model HMO,B,3,"In an Independent Practice Association (IPA) model, the HMO contracts with an IPA, which then contracts with individual physicians in private practice."
MQ.5.012,Plan and Product Provisions,Contract Types,Which HMO model is characterized by the HMO contracting with a legal entity that in turn contracts with individual physicians who practice in their own private offices?,B,Independent Practice Association (IPA),B,3,"In an Independent Practice Association (IPA) model, the HMO contracts with an IPA, which then contracts with individual physicians in private practice."
MQ.5.012,Plan and Product Provisions,Contract Types,Which HMO model is characterized by the HMO contracting with a legal entity that in turn contracts with individual physicians who practice in their own private offices?,C,Group Model HMO,B,3,"In an Independent Practice Association (IPA) model, the HMO contracts with an IPA, which then contracts with individual physicians in private practice."
MQ.5.012,Plan and Product Provisions,Contract Types,Which HMO model is characterized by the HMO contracting with a legal entity that in turn contracts with individual physicians who practice in their own private offices?,D,Network Model HMO,B,3,"In an Independent Practice Association (IPA) model, the HMO contracts with an IPA, which then contracts with individual physicians in private practice."
MQ.5.013,Plan and Product Provisions,CDHPs,"To be considered a ""Qualified"" High Deductible Health Plan (HDHP) compatible with a Health Savings Account (HSA), the plan must:",A,Have no annual out-of-pocket maximum,B,4,"To be HSA-compatible, a plan must meet federal requirements for a minimum deductible and a maximum out-of-pocket limit."
MQ.5.013,Plan and Product Provisions,CDHPs,"To be considered a ""Qualified"" High Deductible Health Plan (HDHP) compatible with a Health Savings Account (HSA), the plan must:",B,Meet federal minimum deductible and maximum out-of-pocket limits,B,4,"To be HSA-compatible, a plan must meet federal requirements for a minimum deductible and a maximum out-of-pocket limit."
MQ.5.013,Plan and Product Provisions,CDHPs,"To be considered a ""Qualified"" High Deductible Health Plan (HDHP) compatible with a Health Savings Account (HSA), the plan must:",C,Cover all prescription drugs with a $0 copay,B,4,"To be HSA-compatible, a plan must meet federal requirements for a minimum deductible and a maximum out-of-pocket limit."
MQ.5.013,Plan and Product Provisions,CDHPs,"To be considered a ""Qualified"" High Deductible Health Plan (HDHP) compatible with a Health Savings Account (HSA), the plan must:",D,Be offered only to individuals over the age of 65,B,4,"To be HSA-compatible, a plan must meet federal requirements for a minimum deductible and a maximum out-of-pocket limit."
MQ.5.014,Plan and Product Provisions,Legal Risks,"Under the ACA, what is the maximum ""90-day"" limit associated with?",A,The time allowed to appeal a denied claim,B,2,The ACA prohibits waiting periods for health insurance coverage that exceed 90 days.
MQ.5.014,Plan and Product Provisions,Legal Risks,"Under the ACA, what is the maximum ""90-day"" limit associated with?",B,The maximum waiting period for coverage eligibility,B,2,The ACA prohibits waiting periods for health insurance coverage that exceed 90 days.
MQ.5.014,Plan and Product Provisions,Legal Risks,"Under the ACA, what is the maximum ""90-day"" limit associated with?",C,The length of a temporary COBRA extension,B,2,The ACA prohibits waiting periods for health insurance coverage that exceed 90 days.
MQ.5.014,Plan and Product Provisions,Legal Risks,"Under the ACA, what is the maximum ""90-day"" limit associated with?",D,The time required to notify an insurer of a newborn,B,2,The ACA prohibits waiting periods for health insurance coverage that exceed 90 days.
MQ.5.015,Plan and Product Provisions,Financial Risk,"In a ""Shared Savings"" arrangement with a provider, how is the provider's financial incentive calculated?",A,As a fixed percentage of all billed charges,B,4,"Providers receive a portion of the ""savings"" if the actual cost of care for a population is lower than a pre-determined target or benchmark."
MQ.5.015,Plan and Product Provisions,Financial Risk,"In a ""Shared Savings"" arrangement with a provider, how is the provider's financial incentive calculated?",B,As a portion of the difference between actual costs and a benchmark,B,4,"Providers receive a portion of the ""savings"" if the actual cost of care for a population is lower than a pre-determined target or benchmark."
MQ.5.015,Plan and Product Provisions,Financial Risk,"In a ""Shared Savings"" arrangement with a provider, how is the provider's financial incentive calculated?",C,As a flat fee per member per month regardless of cost,B,4,"Providers receive a portion of the ""savings"" if the actual cost of care for a population is lower than a pre-determined target or benchmark."
MQ.5.015,Plan and Product Provisions,Financial Risk,"In a ""Shared Savings"" arrangement with a provider, how is the provider's financial incentive calculated?",D,Based on the number of new patients recruited to the plan,B,4,"Providers receive a portion of the ""savings"" if the actual cost of care for a population is lower than a pre-determined target or benchmark."
MQ.5.016,Plan and Product Provisions,Provisions,"What is the primary difference between a ""Deductible"" and an ""Out-of-Pocket (OOP) Maximum""?",A,The deductible is the most a member will pay; the OOP max is the starting point,B,2,The deductible is the amount a member pays before the plan begins to pay; the OOP maximum is the total limit on what the member pays in a year.
MQ.5.016,Plan and Product Provisions,Provisions,"What is the primary difference between a ""Deductible"" and an ""Out-of-Pocket (OOP) Maximum""?",B,The deductible is what you pay first; the OOP max is the most you can pay in a year,B,2,The deductible is the amount a member pays before the plan begins to pay; the OOP maximum is the total limit on what the member pays in a year.
MQ.5.016,Plan and Product Provisions,Provisions,"What is the primary difference between a ""Deductible"" and an ""Out-of-Pocket (OOP) Maximum""?",C,Deductibles only apply to hospitals; OOP max applies to all services,B,2,The deductible is the amount a member pays before the plan begins to pay; the OOP maximum is the total limit on what the member pays in a year.
MQ.5.016,Plan and Product Provisions,Provisions,"What is the primary difference between a ""Deductible"" and an ""Out-of-Pocket (OOP) Maximum""?",D,There is no difference; they are synonymous terms,B,2,The deductible is the amount a member pays before the plan begins to pay; the OOP maximum is the total limit on what the member pays in a year.
MQ.5.017,Plan and Product Provisions,Moral Hazard,"Which plan design feature is most directly intended to combat the ""Moral Hazard"" of over-utilization for low-cost services?",A,Large lifetime benefit maximums,B,3,"Copayments (small fixed fees at the point of service) are designed to make the member ""pause"" and consider if the service is necessary by requiring a small immediate cost."
MQ.5.017,Plan and Product Provisions,Moral Hazard,"Which plan design feature is most directly intended to combat the ""Moral Hazard"" of over-utilization for low-cost services?",B,Small office visit copayments,B,3,"Copayments (small fixed fees at the point of service) are designed to make the member ""pause"" and consider if the service is necessary by requiring a small immediate cost."
MQ.5.017,Plan and Product Provisions,Moral Hazard,"Which plan design feature is most directly intended to combat the ""Moral Hazard"" of over-utilization for low-cost services?",C,Broad provider networks,B,3,"Copayments (small fixed fees at the point of service) are designed to make the member ""pause"" and consider if the service is necessary by requiring a small immediate cost."
MQ.5.017,Plan and Product Provisions,Moral Hazard,"Which plan design feature is most directly intended to combat the ""Moral Hazard"" of over-utilization for low-cost services?",D,Elimination of all waiting periods,B,3,"Copayments (small fixed fees at the point of service) are designed to make the member ""pause"" and consider if the service is necessary by requiring a small immediate cost."
MQ.5.018,Plan and Product Provisions,Organization Types,"What is the defining characteristic of a ""Staff Model"" HMO?",A,Physicians are independent contractors,B,2,"In a staff model, physicians are employees of the HMO and typically practice in facilities owned by the HMO."
MQ.5.018,Plan and Product Provisions,Organization Types,"What is the defining characteristic of a ""Staff Model"" HMO?",B,Physicians are salaried employees of the HMO,B,2,"In a staff model, physicians are employees of the HMO and typically practice in facilities owned by the HMO."
MQ.5.018,Plan and Product Provisions,Organization Types,"What is the defining characteristic of a ""Staff Model"" HMO?",C,Members can see any physician in the state,B,2,"In a staff model, physicians are employees of the HMO and typically practice in facilities owned by the HMO."
MQ.5.018,Plan and Product Provisions,Organization Types,"What is the defining characteristic of a ""Staff Model"" HMO?",D,The HMO only covers emergency out-of-area care,B,2,"In a staff model, physicians are employees of the HMO and typically practice in facilities owned by the HMO."
MQ.5.019,Plan and Product Provisions,Subrogation,"""Subrogation"" allows an insurer to:",A,Cancel a policy for non-payment of premium,B,4,"Subrogation allows the insurer to recover the cost of medical claims from a third party who was responsible for the member's injury (e.g., an auto insurance company after an accident)."
MQ.5.019,Plan and Product Provisions,Subrogation,"""Subrogation"" allows an insurer to:",B,Recover claim costs from a liable third party,B,4,"Subrogation allows the insurer to recover the cost of medical claims from a third party who was responsible for the member's injury (e.g., an auto insurance company after an accident)."
MQ.5.019,Plan and Product Provisions,Subrogation,"""Subrogation"" allows an insurer to:",C,Deny a claim if the member has a pre-existing condition,B,4,"Subrogation allows the insurer to recover the cost of medical claims from a third party who was responsible for the member's injury (e.g., an auto insurance company after an accident)."
MQ.5.019,Plan and Product Provisions,Subrogation,"""Subrogation"" allows an insurer to:",D,Shift all financial risk to the primary care physician,B,4,"Subrogation allows the insurer to recover the cost of medical claims from a third party who was responsible for the member's injury (e.g., an auto insurance company after an accident)."
MQ.5.020,Plan and Product Provisions,Contract Types,"A Preferred Provider Organization (PPO) generally features ""Provider Cost Sharing"" in the form of:",A,Direct monthly capitation payments to doctors,B,3,"PPOs typically involve providers agreeing to a discounted fee-for-service schedule in exchange for being part of the ""preferred"" network."
MQ.5.020,Plan and Product Provisions,Contract Types,"A Preferred Provider Organization (PPO) generally features ""Provider Cost Sharing"" in the form of:",B,Negotiated fee discounts (discounted fee-for-service),B,3,"PPOs typically involve providers agreeing to a discounted fee-for-service schedule in exchange for being part of the ""preferred"" network."
MQ.5.020,Plan and Product Provisions,Contract Types,"A Preferred Provider Organization (PPO) generally features ""Provider Cost Sharing"" in the form of:",C,Doctors paying a fee to join the network,B,3,"PPOs typically involve providers agreeing to a discounted fee-for-service schedule in exchange for being part of the ""preferred"" network."
MQ.5.020,Plan and Product Provisions,Contract Types,"A Preferred Provider Organization (PPO) generally features ""Provider Cost Sharing"" in the form of:",D,Withholding 20% of all payments for a year-end bonus,B,3,"PPOs typically involve providers agreeing to a discounted fee-for-service schedule in exchange for being part of the ""preferred"" network."
CH21-001,Data Sources,Internal Data,Which internal data source is used to calculate historical claim costs on a per member basis by providing exposure information?,A,Claim Systems Data,C,3,Premium billing and eligibility data contains identifiers and exposure counts needed to calculate PMPM costs1.
CH21-001,Data Sources,Internal Data,Which internal data source is used to calculate historical claim costs on a per member basis by providing exposure information?,B,Provider Contract System,C,3,Premium billing and eligibility data contains identifiers and exposure counts needed to calculate PMPM costs2.
CH21-001,Data Sources,Internal Data,Which internal data source is used to calculate historical claim costs on a per member basis by providing exposure information?,C,Premium Billing and Eligibility Data,C,3,Premium billing and eligibility data contains identifiers and exposure counts needed to calculate PMPM costs3.
CH21-001,Data Sources,Internal Data,Which internal data source is used to calculate historical claim costs on a per member basis by providing exposure information?,D,Pharmacy Benefit Manager Data,C,3,Premium billing and eligibility data contains identifiers and exposure counts needed to calculate PMPM costs4.
CH21-002,Data Quality,ASOPs,"Which Actuarial Standard of Practice provides guidance specifically on selecting, reviewing, and using data?",A,ASOP No. 5,B,2,ASOP No. 23 applies to all areas of practice regarding data quality5.
CH21-002,Data Quality,ASOPs,"Which Actuarial Standard of Practice provides guidance specifically on selecting, reviewing, and using data?",B,ASOP No. 23,B,2,ASOP No. 23 applies to all areas of practice regarding data quality6.
CH21-002,Data Quality,ASOPs,"Which Actuarial Standard of Practice provides guidance specifically on selecting, reviewing, and using data?",C,ASOP No. 41,B,2,ASOP No. 23 applies to all areas of practice regarding data quality7.
CH21-002,Data Quality,ASOPs,"Which Actuarial Standard of Practice provides guidance specifically on selecting, reviewing, and using data?",D,ASOP No. 25,B,2,ASOP No. 23 applies to all areas of practice regarding data quality8.
CH21-003,Manual Rates,Normalization,"In the context of manual rates, what does ""normalization"" refer to?",A,Increasing costs for high-risk individuals,B,3,Normalization is the process of adjusting historical data to a set of standard characteristics9.
CH21-003,Manual Rates,Normalization,"In the context of manual rates, what does ""normalization"" refer to?",B,Adjusting data to a set of standard characteristics,B,3,Normalization is the process of adjusting historical data to a set of standard characteristics10.
CH21-003,Manual Rates,Normalization,"In the context of manual rates, what does ""normalization"" refer to?",C,Calculating the final premium for a specific group,B,3,Normalization is the process of adjusting historical data to a set of standard characteristics11.
CH21-003,Manual Rates,Normalization,"In the context of manual rates, what does ""normalization"" refer to?",D,Removing the impact of provider discounts,B,3,Normalization is the process of adjusting historical data to a set of standard characteristics12.
CH21-004,Data Sources,External Data,When is it most appropriate to use external data sources for estimating claim costs?,A,When the insurer has a high volume of stable business,C,2,External data is used when internal data is not credible or significant changes are occurring13.
CH21-004,Data Sources,External Data,When is it most appropriate to use external data sources for estimating claim costs?,B,When internal data is fully credible,C,2,External data is used when internal data is not credible or significant changes are occurring14.
CH21-004,Data Sources,External Data,When is it most appropriate to use external data sources for estimating claim costs?,C,When internal data volume is not sufficient to be credible,C,2,External data is used when internal data is not credible or significant changes are occurring15.
CH21-004,Data Sources,External Data,When is it most appropriate to use external data sources for estimating claim costs?,D,To replace internal claim systems entirely,C,2,External data is used when internal data is not credible or significant changes are occurring16.
CH21-005,Manual Rates,Financial Info,Which amount reflects the negotiated provider reimbursement arrangements?,A,The difference between Paid and Allowed amounts,B,3,The difference between allowed and billed reflects negotiated provider rates17.
CH21-005,Manual Rates,Financial Info,Which amount reflects the negotiated provider reimbursement arrangements?,B,The difference between Allowed and Billed amounts,B,3,The difference between allowed and billed reflects negotiated provider rates18.
CH21-005,Manual Rates,Financial Info,Which amount reflects the negotiated provider reimbursement arrangements?,C,The total Billed amount,B,3,The difference between allowed and billed reflects negotiated provider rates19.
CH21-005,Manual Rates,Financial Info,Which amount reflects the negotiated provider reimbursement arrangements?,D,The Coinsurance amount,B,3,The difference between allowed and billed reflects negotiated provider rates20.
CH21-006,Experience Period,Seasonality,Why is a 12-month experience period generally preferred?,A,To avoid calculating completion factors,C,3,12 months ensures the data includes a complete seasonal cycle of incurrals and payments21.
CH21-006,Experience Period,Seasonality,Why is a 12-month experience period generally preferred?,B,To match the calendar year tax filings,C,3,12 months ensures the data includes a complete seasonal cycle of incurrals and payments22.
CH21-006,Experience Period,Seasonality,Why is a 12-month experience period generally preferred?,C,To include a complete seasonal cycle of incurrals,C,3,12 months ensures the data includes a complete seasonal cycle of incurrals and payments23.
CH21-006,Experience Period,Seasonality,Why is a 12-month experience period generally preferred?,D,To maximize the data volume,C,3,12 months ensures the data includes a complete seasonal cycle of incurrals and payments24.
CH21-007,Experience Period,Seasonality,Why are incurred claims often lower in the early months of the calendar year for plans with deductibles?,A,People avoid doctors in January,C,4,Benefits typically don't apply until the deductible is met later in the year25.
CH21-007,Experience Period,Seasonality,Why are incurred claims often lower in the early months of the calendar year for plans with deductibles?,B,Provider discounts are higher in Q1,C,4,Benefits typically don't apply until the deductible is met later in the year26.
CH21-007,Experience Period,Seasonality,Why are incurred claims often lower in the early months of the calendar year for plans with deductibles?,C,Insurance benefits do not apply until the deductible is met,C,4,Benefits typically don't apply until the deductible is met later in the year27.
CH21-007,Experience Period,Seasonality,Why are incurred claims often lower in the early months of the calendar year for plans with deductibles?,D,Elective care is usually postponed to the holidays,C,4,Benefits typically don't apply until the deductible is met later in the year28.
